object_name,object_class,location_x,location_y,location_z,rotation_pitch,rotation_yaw,rotation_roll,scale_x,scale_y,scale_z,spawns,spawncount
"RedGuy32",RedGuy_C,10575.03,-3369.962,689.6395,0,124.4687,0,,,,,
"RedGuy33",RedGuy_C,10970.13,-2998.116,689.6395,0,144.5209,0,,,,,
"RedGuy34",RedGuy_C,11031.61,-2829.912,689.6395,0,164.9025,0,,,,,
"RedGuy35",RedGuy_C,11334.83,-3361.882,587.4278,0,140.5728,0,,,,,
"RedGuy36",RedGuy_C,11029.87,-3602.551,588.1157,0,120.9002,0,,,,,
"RedGuy37",RedGuy_C,10772.87,-3609.011,658.7053,0,120.9002,0,,,,,
"RedGuy38",RedGuy_C,11050.75,-3416.722,609.3708,0,120.9002,0,,,,,
"RedGuy39",RedGuy_C,10597.35,-3492.435,693.6315,0,120.9002,0,,,,,
"RedGuy40",RedGuy_C,11459.01,-3687.474,523.519,0,132.0033,0,,,,,
"RedGuy41",RedGuy_C,11455.95,-3016.059,587.556,0,157.9442,0,,,,,
"RedGuy44",RedGuy_C,12236.25,-4433.686,769.9053,0,132.0033,0,,,,,
"RedGuy5_2",RedGuy_C,11602.47,-1906.261,1083.081,0,225,0,,,,,
"RedGuy7",RedGuy_C,12695.67,-1729.006,1083.081,0,360.0001,0,,,,,
"RedGuy8",RedGuy_C,11633.13,-1211.377,1083.081,0,450,0,,,,,
"Bag_21",StaticMeshActor,32274.5,-2089.21,-2830.844,-0.00352,59.16072,-93.72106,125,125,125,,
"Bag_24",StaticMeshActor,33677.16,-2107.628,-2825.659,1.341213,-194.2802,-4.674648,125,125,125,,
"Bag_27",StaticMeshActor,39915.96,3638.878,-161.0796,-4.778407,-129.0327,-86.13626,111,111,111,,
"Bag_28",StaticMeshActor,31140.77,-14729.25,-2403.19,1.580023,-91.73937,2.274944,125,125,161.3516,,
"Bag_29",StaticMeshActor,46182.03,-8376.855,171.0223,1.007965,-282.0276,-4.81925,125,125,125,,
"Bag_30",StaticMeshActor,52200.45,-18540.2,1215.51,1.007965,-368.1752,-4.81925,125,125,125,,
"Bag_35",StaticMeshActor,32691.41,-6409.829,8978.521,8.513714,79.74986,191.5393,1111,1111,1111,,
"Bag_45",StaticMeshActor,18595.62,12780.31,1487.466,-4.388977,-145.6607,-85.84881,111,111,111,,
"Bag_46",StaticMeshActor,16005.24,15639.57,1561.829,-4.206596,-56.22927,-94.33582,111,111,111,,
"Bag_47",StaticMeshActor,13963.22,15797.7,1563.253,-0.28083,-14.83203,-96.03172,111,111,111,,
"Bag_52",StaticMeshActor,49126.51,22.47615,945.3677,0.191322,-247.1206,-2.523685,125,125,125,,
"Bag_57",StaticMeshActor,49090.65,-3516.266,969.8113,-4.778383,-174.0327,-86.13622,111,111,111,,
"Bamboo_Sticks2_Bamboo_Stick_1_mesh4",StaticMeshActor,42732.75,-3764.683,181.323,0,24.82512,0,0.453865,0.453865,1,,
"Bamboo_Sticks2_Bamboo_Stick_1_mesh5",StaticMeshActor,42324.91,-2827.066,161.3848,0,12.99517,0,0.453865,0.453865,1,,
"Bamboo_Sticks2_Bamboo_Stick_1_mesh6",StaticMeshActor,42695.61,-3149.728,255.2177,0,17.55647,0,0.453865,0.453865,1,,
"border_Bamboo_sign_frame_mesh10",StaticMeshActor,12.09683,3.641589,-125.2365,0,-89.99992,0,110.1649,110.1649,50,,
"border_Bamboo_sign_frame_mesh11",StaticMeshActor,12.09358,3.642128,-125.2365,0,-89.99993,0,110.1649,110.1649,50,,
"border_Bamboo_sign_frame_mesh12",StaticMeshActor,12.09358,3.642128,-125.2365,0,-89.99993,0,110.1649,110.1649,50,,
"border_Bamboo_sign_frame_mesh13",StaticMeshActor,12.09351,3.643197,-125.2365,0,-89.99986,0,110.1649,110.1649,50,,
"border_Bamboo_sign_frame_mesh14",StaticMeshActor,12.09351,3.643197,-125.2365,0,-89.99986,0,110.1649,110.1649,50,,
"border_Bamboo_sign_frame_mesh9",StaticMeshActor,12.09683,3.641589,-125.2365,0,-89.99992,0,110.1649,110.1649,50,,
"Brick132",StaticMeshActor,50971.65,-10216.26,3079.762,0,-270.291,-33.75006,30,27.04174,48.71353,,
"bucket3",StaticMeshActor,5406.838,-4923.991,28.98996,,,,2,2,2,,
"cartoon_carrot2",StaticMeshActor,41988.25,-3717.467,184.9625,0,-37.37793,0,3,3,3,,
"cartoon_carrot3",StaticMeshActor,42000.51,-3737.365,184.9625,0,-118.5596,0,3,3,3,,
"cartoon_carrot4",StaticMeshActor,42069.51,-3847.222,184.9625,0,-37.37793,0,3,3,3,,
"cartoon_carrot5",StaticMeshActor,42054.24,-3823.145,184.9625,0,-69.77441,0,3,3,3,,
"cartoon_carrot_17",StaticMeshActor,42010.33,-3748.499,343.448,-67.95403,-57.63018,-1.556226,6.704416,0.6885284,6.704416,,
"Cartoon_plank_02_95",StaticMeshActor,12175.02,-1786.742,1006.457,0,90.00001,0,6.843822,6.843822,6.843822,,
"Cartoon_plank_100",StaticMeshActor,11061.2,-1842.988,1471.03,0,270,0,2,2,2,,
"Cartoon_plank_101",StaticMeshActor,11061.2,-1242.988,1471.03,0,270,0,2,2,2,,
"Cartoon_plank_102",StaticMeshActor,11061.2,-1042.988,1471.03,0,180,0,2,2,2,,
"Cartoon_plank_103",StaticMeshActor,11461.2,-2042.988,1471.03,0,180,0,2,2,2,,
"Cartoon_plank_104",StaticMeshActor,12361.2,-2042.988,1591.03,0,180,0,2,2,2,,
"Cartoon_plank_105",StaticMeshActor,12761.2,-2042.988,1591.03,0,180,0,2,2,2,,
"Cartoon_plank_106",StaticMeshActor,12861.2,-1742.988,1591.03,0,90,0,2,2,2,,
"Cartoon_plank_107",StaticMeshActor,12861.2,-1342.988,1591.03,0,90,0,2,2,2,,
"Cartoon_plank_108",StaticMeshActor,12761.2,-1042.988,1591.03,0,180,0,2,2,2,,
"Cartoon_plank_109",StaticMeshActor,12361.2,-1042.988,1591.03,0,180,0,2,2,2,,
"Cartoon_plank_11",StaticMeshActor,41969.93,-3693.416,223.39,3.814697E-05,-58.79467,269.3873,0.6382736,2.843195,4.88859,,
"Cartoon_plank_110",StaticMeshActor,11961.2,-1042.988,1591.03,0,180,0,2,2,2,,
"Cartoon_plank_111",StaticMeshActor,11561.2,-1042.988,1591.03,0,180,0,2,2,2,,
"Cartoon_plank_112",StaticMeshActor,11161.2,-1042.988,1591.03,0,180,0,2,2,2,,
"Cartoon_plank_113",StaticMeshActor,11061.2,-1342.988,1591.03,0,270,0,2,2,2,,
"Cartoon_plank_114",StaticMeshActor,11061.2,-1742.988,1591.03,0,270,0,2,2,2,,
"Cartoon_plank_115",StaticMeshActor,11161.2,-2042.988,1591.03,0,360,0,2,2,2,,
"Cartoon_plank_116",StaticMeshActor,11461.2,-2042.988,1591.03,0,360,0,2,2,2,,
"Cartoon_plank_117",StaticMeshActor,12661.2,-1942.988,1831.03,,,,2,2,2,,
"Cartoon_plank_118",StaticMeshActor,12861.2,-1942.988,1711.03,0,90,0,2,2,2,,
"Cartoon_plank_119",StaticMeshActor,11261.2,-1142.988,1831.03,,,,2,2,2,,
"Cartoon_plank_120",StaticMeshActor,12561.2,-2042.988,1711.03,,,,2,2,2,,
"Cartoon_plank_122",StaticMeshActor,12161.2,-2042.988,1711.03,,,,2,2,2,,
"Cartoon_plank_123",StaticMeshActor,42025.46,-3787.344,354.8386,89.38705,-148.8041,179.9904,2.719773,2,2,,
"Cartoon_plank_124",StaticMeshActor,11761.2,-2042.988,1711.03,,,,2,2,2,,
"Cartoon_plank_126",StaticMeshActor,11361.2,-2042.988,1711.03,,,,2,2,2,,
"Cartoon_plank_128",StaticMeshActor,11061.2,-1942.988,1711.03,0,90.00001,0,2,2,2,,
"Cartoon_plank_13",StaticMeshActor,42080.21,-3875.471,223.3901,3.8E-05,-58.79467,269.3873,0.638274,2.843195,4.88859,,
"Cartoon_plank_132",StaticMeshActor,11061.2,-1142.988,1711.03,0,90.00001,0,2,2,2,,
"Cartoon_plank_134",StaticMeshActor,11361.2,-1042.988,1711.03,0,180,0,2,2,2,,
"Cartoon_plank_136",StaticMeshActor,11761.2,-1042.988,1711.03,0,180,0,2,2,2,,
"Cartoon_plank_138",StaticMeshActor,12161.2,-1042.988,1711.03,0,180,0,2,2,2,,
"Cartoon_plank_140",StaticMeshActor,12561.2,-1042.988,1711.03,0,180,0,2,2,2,,
"Cartoon_plank_142",StaticMeshActor,12861.2,-1142.988,1711.03,0,90,0,2,2,2,,
"Cartoon_plank_144",StaticMeshActor,11551.2,-1942.988,1831.03,,,,2,2,2,,
"Cartoon_plank_147",StaticMeshActor,12661.2,-1142.988,1831.03,,,,2,2,2,,
"Cartoon_plank_18",StaticMeshActor,12226.25,-1572.665,1006.457,0,-89.99999,0,6.843822,6.843822,6.843822,,
"Cartoon_plank_19",StaticMeshActor,12148,-1311.657,1006.457,0,-84.85016,0,6.843822,6.843822,6.843822,,
"Cartoon_plank_2",StaticMeshActor,12261.2,-2042.988,1111.03,0,180,0,2,2,2,,
"Cartoon_plank_20",StaticMeshActor,12361.2,-2042.988,991.0295,0,8E-06,0,2,2,2,,
"Cartoon_plank_21",StaticMeshActor,12761.2,-2042.988,991.0295,0,8E-06,0,2,2,2,,
"Cartoon_plank_22",StaticMeshActor,11361.2,-2042.988,991.0295,0,8E-06,0,2,2,2,,
"Cartoon_plank_23",StaticMeshActor,11061.2,-1942.988,991.0295,0,-89.99999,0,2,2,2,,
"Cartoon_plank_24",StaticMeshActor,11061.2,-1542.988,991.0295,0,-89.99999,0,2,2,2,,
"Cartoon_plank_25",StaticMeshActor,11061.2,-1142.988,991.0295,0,-89.99999,0,2,2,2,,
"Cartoon_plank_26",StaticMeshActor,12861.2,-1742.988,991.0295,0,90.00001,0,2,2,2,,
"Cartoon_plank_27",StaticMeshActor,12861.2,-1342.988,991.0295,0,90.00001,0,2,2,2,,
"Cartoon_plank_28",StaticMeshActor,12761.2,-1042.988,991.0295,0,180,0,2,2,2,,
"Cartoon_plank_29",StaticMeshActor,12361.2,-1042.988,991.0295,0,180,0,2,2,2,,
"Cartoon_plank_3",StaticMeshActor,42026.84,-3786.502,178.9032,0,31.19287,0,2,2,2,,
"Cartoon_plank_30",StaticMeshActor,11961.2,-1042.988,991.0295,0,180,0,2,2,2,,
"Cartoon_plank_31",StaticMeshActor,11561.2,-1042.988,991.0295,0,180,0,2,2,2,,
"Cartoon_plank_32",StaticMeshActor,11261.2,-1042.988,991.0295,0,180,0,2,2,2,,
"Cartoon_plank_33",StaticMeshActor,11761.2,-1042.988,1111.03,0,180,0,2,2,2,,
"Cartoon_plank_34",StaticMeshActor,11161.2,-2042.988,1111.03,0,180,0,2,2,2,,
"Cartoon_plank_35",StaticMeshActor,12561.2,-2042.988,1111.03,0,180,0,2,2,2,,
"Cartoon_plank_37",StaticMeshActor,12861.2,-1942.988,1111.03,0,90,0,2,2,2,,
"Cartoon_plank_38",StaticMeshActor,12861.2,-1542.988,1111.03,0,90,0,2,2,2,,
"Cartoon_plank_39",StaticMeshActor,12861.2,-1142.988,1111.03,0,90,0,2,2,2,,
"Cartoon_plank_40",StaticMeshActor,12561.2,-1042.988,1111.03,0,180,0,2,2,2,,
"Cartoon_plank_41",StaticMeshActor,12161.2,-1042.988,1111.03,0,180,0,2,2,2,,
"Cartoon_plank_42",StaticMeshActor,11361.2,-1042.988,1111.03,0,180,0,2,2,2,,
"Cartoon_plank_43",StaticMeshActor,11061.2,-1742.988,1111.03,0,270,0,2,2,2,,
"Cartoon_plank_44",StaticMeshActor,11061.2,-1342.988,1111.03,0,270,0,2,2,2,,
"Cartoon_plank_45",StaticMeshActor,11061.2,-1042.988,1111.03,0,180,0,2,2,2,,
"Cartoon_plank_46",StaticMeshActor,11461.2,-2042.988,1111.03,0,180,0,2,2,2,,
"Cartoon_plank_47",StaticMeshActor,12361.2,-2042.988,1231.03,0,180,0,2,2,2,,
"Cartoon_plank_48",StaticMeshActor,12761.2,-2042.988,1231.03,0,180,0,2,2,2,,
"Cartoon_plank_49",StaticMeshActor,12861.2,-1742.988,1231.03,0,90,0,2,2,2,,
"Cartoon_plank_50",StaticMeshActor,12861.2,-1342.988,1231.03,0,90,0,2,2,2,,
"Cartoon_plank_51",StaticMeshActor,12761.2,-1042.988,1231.03,0,180,0,2,2,2,,
"Cartoon_plank_52",StaticMeshActor,12361.2,-1042.988,1231.03,0,180,0,2,2,2,,
"Cartoon_plank_53",StaticMeshActor,11961.2,-1042.988,1231.03,0,180,0,2,2,2,,
"Cartoon_plank_54",StaticMeshActor,11561.2,-1042.988,1231.03,0,180,0,2,2,2,,
"Cartoon_plank_55",StaticMeshActor,11161.2,-1042.988,1231.03,0,180,0,2,2,2,,
"Cartoon_plank_56",StaticMeshActor,11061.2,-1342.988,1231.03,0,270,0,2,2,2,,
"Cartoon_plank_57",StaticMeshActor,11061.2,-1742.988,1231.03,0,270,0,2,2,2,,
"Cartoon_plank_58",StaticMeshActor,11161.2,-2042.988,1231.03,0,360,0,2,2,2,,
"Cartoon_plank_59",StaticMeshActor,11461.2,-2042.988,1231.03,0,360,0,2,2,2,,
"Cartoon_plank_60",StaticMeshActor,11761.2,-1042.988,1351.03,0,180,0,2,2,2,,
"Cartoon_plank_61",StaticMeshActor,11161.2,-2042.988,1351.03,0,180,0,2,2,2,,
"Cartoon_plank_62",StaticMeshActor,12561.2,-2042.988,1351.03,0,180,0,2,2,2,,
"Cartoon_plank_63",StaticMeshActor,12261.2,-2042.988,1351.03,0,180,0,2,2,2,,
"Cartoon_plank_64",StaticMeshActor,12861.2,-1942.988,1351.03,0,90,0,2,2,2,,
"Cartoon_plank_66",StaticMeshActor,12861.2,-1142.988,1351.03,0,90,0,2,2,2,,
"Cartoon_plank_67",StaticMeshActor,12561.2,-1042.988,1351.03,0,180,0,2,2,2,,
"Cartoon_plank_68",StaticMeshActor,12161.2,-1042.988,1351.03,0,180,0,2,2,2,,
"Cartoon_plank_69",StaticMeshActor,11361.2,-1042.988,1351.03,0,180,0,2,2,2,,
"Cartoon_plank_7",StaticMeshActor,42027.3,-3786.225,134.5149,89.38898,-148.8049,179.9905,2.719773,2,2,,
"Cartoon_plank_70",StaticMeshActor,11061.2,-1842.988,1351.03,0,270,0,2,2,2,,
"Cartoon_plank_71",StaticMeshActor,11061.2,-1142.988,1351.03,0,270,0,2,2,2,,
"Cartoon_plank_72",StaticMeshActor,11461.2,-2042.988,1351.03,0,180,0,2,2,2,,
"Cartoon_plank_73",StaticMeshActor,11761.2,-1042.988,1471.03,0,180,0,2,2,2,,
"Cartoon_plank_74",StaticMeshActor,11161.2,-2042.988,1471.03,0,180,0,2,2,2,,
"Cartoon_plank_75",StaticMeshActor,12561.2,-2042.988,1471.03,0,180,0,2,2,2,,
"Cartoon_plank_76",StaticMeshActor,12261.2,-2042.988,1471.03,0,180,0,2,2,2,,
"Cartoon_plank_77",StaticMeshActor,12861.2,-1942.988,1471.03,0,90,0,2,2,2,,
"Cartoon_plank_79",StaticMeshActor,12861.2,-1142.988,1471.03,0,90,0,2,2,2,,
"Cartoon_plank_80",StaticMeshActor,12561.2,-1042.988,1471.03,0,180,0,2,2,2,,
"Cartoon_plank_81",StaticMeshActor,12161.2,-1042.988,1471.03,0,180,0,2,2,2,,
"Cartoon_plank_82",StaticMeshActor,11361.2,-1042.988,1471.03,0,180,0,2,2,2,,
"Charred_branch41",StaticMeshActor,38062.16,3258.933,4.495344,45.0005,-89.61489,-90.38469,3.804877,3.888302,3.786895,,
"Concrette_Paving254",StaticMeshActor,22681.25,-2646.445,69.35487,0,-177.4792,0,7.876217,7.876217,7.876217,,
"Concrette_Paving255",StaticMeshActor,22665.94,-2299.582,97.14021,0,-177.4792,0,15,15,15,,
"Concrette_Paving256",StaticMeshActor,22694.72,-2952.732,106.5322,0,-177.4792,0,15,15,15,,
"Concrette_Paving434",StaticMeshActor,28653.18,-3693.091,1221.719,6.121086,-275.4028,212.566,3.981163,5.268516,3.910375,,
"Concrette_Paving436",StaticMeshActor,28887.69,-3675.93,849.2198,31.80123,-338.1205,10.30169,20.68054,20.80595,23.55602,,
"Crater3",StaticMeshActor,51435.59,-1937.272,929.5114,0,95,0,50,50,79.47869,,
"Globe_chain_31",StaticMeshActor,33100,-6200,5580.838,,,,68.29745,68.29745,68.29745,,
"Globe_chain_32",StaticMeshActor,33100,-6200,6539.778,0,-6.1E-05,0,51.97557,51.97557,51.97557,,
"Globe_chain_33",StaticMeshActor,33100,-6200,8045.221,0,112.5002,0,51.97557,51.97557,51.97557,,
"Globe_chain_34",StaticMeshActor,33100,-6200,9568.816,0,202.5003,0,51.97557,51.97557,51.97557,,
"Globe_chain_35",StaticMeshActor,33100,-6200,11085,0,112.5001,0,51.97557,51.97557,51.97557,,
"Globe_chain_36",StaticMeshActor,33100,-6199.995,12601.31,0,-11.25,0,51.97557,51.97557,51.97557,,
"Globe_chain_37",StaticMeshActor,33100,-6199.995,14124.91,0,78.7501,0,51.97557,51.97557,51.97557,,
"Globe_chain_38",StaticMeshActor,33213.06,-5204.337,19424.81,-6.222318,9.391246,-146.7617,11,11,11,,
"GlobeMerged2",StaticMeshActor,10451.56,-2660,780.5548,8E-06,-270,600.2349,1.5,1.5,1.5,,
"House10",StaticMeshActor,10818.96,-1144.919,1622.382,0.03587898,0.1902428,169.2696,9.48957,8.34762,9.48957,,
"House11",StaticMeshActor,10818.96,-1198.914,1287.168,0.1884649,-0.04399094,76.84416,6.860021,6.597219,7.092346,,
"House12",StaticMeshActor,10818.96,-1041.37,1308.398,0.1896705,0.03808866,101.3344,6.860021,7.204746,7.092346,,
"House18",StaticMeshActor,10316.3,-2576.2,696.041,6.1E-05,-69.99971,180,5,5,5,,
"House19",StaticMeshActor,10618.05,-2622.173,640.6799,6.1E-05,-69.99971,225,1.410068,1.559246,6.592959,,
"House20",StaticMeshActor,10568.37,-2484.259,640.6761,6.1E-05,-69.99971,225,1.410068,1.559246,6.592959,,
"House21",StaticMeshActor,10059.68,-2705.778,595.9857,6.8E-05,-249.9997,225,1.410068,2.886256,6.592959,,
"House22",StaticMeshActor,10121.88,-2839.439,608.7104,6.8E-05,-249.9997,225,1.410068,2.501353,6.592959,,
"House8",StaticMeshActor,10367.94,-2718.126,696.041,-3.1E-05,110.0003,180,5,5,5,,
"House9",StaticMeshActor,10818.96,-1924.46,1274.95,0.1116443,0.1581615,144.7372,9.48957,9.48957,9.48957,,
"Lego_Brick_02_No_Bottom118",StaticMeshActor,20628.35,-3236.155,1301.102,0,-270.0002,0,4,4,4,,
"Metalset1_SteelPoleSquare148",StaticMeshActor,30693.76,-2972.862,89.65992,0,-22.55041,0,3.494614,3.980913,4.412642,,
"Metalset1_SteelPoleSquare149",StaticMeshActor,31247.19,-1179.476,820.8965,0,-22.55041,0,9.477489,12.48749,9.23736,,
"Pillar_50x508",StaticMeshActor,20.86171,191.5645,180.4786,0,0.0006660707,-62.28363,0.2059026,0.4000176,0.407788,,
"Pillar_50x509",StaticMeshActor,21.12099,175.336,273.0627,0,-3.133802E-05,-118.6351,0.2059026,0.4000176,0.389046,,
"Pillar_50x510",StaticMeshActor,20.86383,191.5642,180.4786,0,0.0007051663,-62.28363,0.2059026,0.4000176,0.407788,,
"Pillar_50x511",StaticMeshActor,21.11998,175.336,273.0627,0,1.969518E-05,-118.6351,0.2059026,0.4000176,0.389046,,
"Pillar_50x512",StaticMeshActor,20.86139,191.5648,180.4786,0,0.0007338639,-62.28364,0.2059026,0.4000176,0.407788,,
"Pillar_50x513",StaticMeshActor,21.12455,175.3342,273.0628,0,3.133802E-05,-118.6351,0.2059026,0.4000176,0.389046,,
"Rocket10",StaticMeshActor,19.04259,-150.6893,227.3075,90,180,-90.00037,25.05043,1.207573,11.12627,,
"Rocket11",StaticMeshActor,19.04362,-150.6902,227.3075,90,0,89.99979,25.05043,1.207573,11.12627,,
"Rocket2",StaticMeshActor,43238.86,-1807.416,914.4842,-39.99937,180.0001,180,100,100,100,,
"Rocket3",StaticMeshActor,51278.86,-1797.416,1764.484,-39.99937,180.0001,180,100,100,100,,
"Rocket9",StaticMeshActor,19.04221,-150.6893,227.3075,90,0,89.99986,25.05043,1.207573,11.12627,,
"Simple_rock_40",StaticMeshActor,17616.27,-4959.273,826.9399,0,112.5005,0,578.8386,578.8386,778.3403,,
"Simple_rock_66",StaticMeshActor,29007.84,-5465.356,544.1194,0,-278.5951,0,10.72798,8.52767,13.34504,,
"Simple_rock_96",StaticMeshActor,29492.56,-6919.216,619.9979,0,-278.5951,0,9.932796,9.33122,11.6878,,
"SM_AssetPlatform5",StaticMeshActor,5407.35,-4924.73,43.30795,,,,0.162397,0.162397,1,,
"SM_cliff_a12",StaticMeshActor,46399.14,-5461.738,2191.647,0,107.2871,0,6,6,6,,
"SM_Paintbrush_01g3",StaticMeshActor,5413.889,-4928.581,60.1382,0,0,67.49996,1.5,1.5,1.5,,
"Volcanic_Stone_60",StaticMeshActor,55436.03,-10156.45,2358.79,-5.141728,49.24832,-130.0792,154.6758,154.6758,152.081,,
"Volcanic_Stone_61",StaticMeshActor,54336.12,-10156.45,2310.947,-5.141712,-119.502,-130.079,138.9989,138.9989,136.404,,
"Volcanic_Stone_62",StaticMeshActor,53645.95,-10156.45,2310.953,-5.141694,-220.7522,-130.0789,117.3209,117.3209,114.726,,
"TargetPoint10",TargetPoint,12122.34,-4298.149,777.0366,,,,,,,,
"TargetPoint9_2",TargetPoint,12362.45,-4590.128,787.7916,,,,,,,,
"TriggerVolume19_2",TriggerVolume,13899.35,-3135.914,679.252,,,,7.780843,32.57001,9.760202,,
"TriggerVolume43_9",TriggerVolume,12238.78,-3850.069,661.2683,,,,19.49066,16.50122,5.061673,,
"destroytranslocatorloop3",TriggerVolume_C,18849.51,-3312.06,1199.188,,,,1,11.63669,5.001694,,
